Date,Discharge (cfs),  flag,  stage_height,  flag,   ,
4/21/2009,325,  A,1.98,  A,  , 
4/22/2009,368,  A,2.11,  A,  , 
4/23/2009,387,  A,2.17,  A,  , 
4/24/2009,397,  A,2.2,  A,  , 
4/25/2009,353,  A,2.07,  A,  , 
4/26/2009,240,  A,1.67,  A,  , 
4/27/2009,206,  A,1.53,  A,  , 
4/28/2009,239,  A,1.67,  A,  , 
4/29/2009,262,  A,1.76,  A,  , 
4/30/2009,285,  A,1.84,  A,  , 
5/1/2009,303,  A,1.91,  A,  , 
5/2/2009,379,  A,2.16,  A,  , 
5/3/2009,400,  A,2.22,  A,  , 
5/4/2009,392,  A,2.2,  A,  , 
5/5/2009,377,  A,2.15,  A,  , 
5/6/2009,390,  A,2.19,  A,  , 
5/7/2009,401,  A,2.22,  A,  , 
5/8/2009,367,  A,2.12,  A,  , 
5/9/2009,325,  A,1.99,  A,  , 
5/10/2009,298,  A,1.89,  A,  , 
5/11/2009,269,  A,1.79,  A,  , 
5/12/2009,248,  A,1.71,  A,  , 
5/13/2009,216,  A,1.57,  A,  , 
5/14/2009,192,  A,1.46,  A,  , 
5/15/2009,174,  A,1.38,  A,  , 
5/16/2009,161,  A,1.32,  A,  , 
5/17/2009,149,  A,1.25,  A,  , 
5/18/2009,138,  A,1.19,  A,  , 
5/19/2009,131,  A,1.15,  A,  , 
5/20/2009,125,  A,1.11,  A,  , 
5/21/2009,116,  A,1.05,  A,  , 
5/22/2009,112,  A,1.03,  A,  , 
5/23/2009,111,  A,1.03,  A,  , 
5/24/2009,155,  A,1.28,  A,  , 
5/25/2009,115,  A,1.06,  A,  , 
5/26/2009,106,  A,1,  A,  , 
5/27/2009,97.6,  A,0.94,  A,  , 
5/28/2009,91.9,  A,0.9,  A,  , 
5/29/2009,92.3,  A,0.9,  A,  , 
5/30/2009,104,  A,0.99,  A,  , 
5/31/2009,90.2,  A,0.89,  A,  , 
6/1/2009,83.5,  A,0.84,  A,  , 
6/2/2009,80.3,  A,0.82,  A,  , 
6/3/2009,75.8,  A,0.78,  A,  , 
6/4/2009,68.8,  A,0.72,  A,  , 
6/5/2009,68.8,  A,0.72,  A,  , 
6/6/2009,69,  A,0.72,  A,  , 
6/7/2009,69.4,  A,0.72,  A,  , 
6/8/2009,66.8,  A,0.7,  A,  , 
6/9/2009,64.4,  A,0.68,  A,  , 
6/10/2009,69.1,  A,0.72,  A,  , 
6/11/2009,63.7,  A,0.67,  A,  , 
6/12/2009,60.8,  A,0.64,  A,  , 
6/13/2009,58.6,  A,0.62,  A,  , 
6/14/2009,58.9,  A,0.62,  A,  , 
6/15/2009,56.9,  A,0.6,  A,  , 
6/16/2009,56,  A,0.59,  A,  , 
6/17/2009,86.3,  A,0.77,  A,  , 
6/18/2009,71,  A,0.66,  A,  , 
6/19/2009,64.3,  A,0.59,  A,  , 
6/20/2009,62.7,  A,0.58,  A,  , 
6/21/2009,62.8,  A,0.58,  A,  , 
6/22/2009,59,  A,0.53,  A,  , 
6/23/2009,57.6,  A,0.52,  A,  , 
6/24/2009,55.9,  A,0.5,  A,  , 
6/25/2009,54.7,  A,0.49,  A,  , 
6/26/2009,57.1,  A,0.51,  A,  , 
6/27/2009,57.8,  A,0.52,  A,  , 
6/28/2009,53.6,  A,0.48,  A,  , 
6/29/2009,52.4,  A,0.47,  A,  , 
6/30/2009,51.8,  A,0.46,  A,  , 
7/1/2009,50,  A,0.44,  A,  , 
7/2/2009,50.7,  A,0.45,  A,  , 
7/3/2009,66.1,  A,0.58,  A,  , 
7/4/2009,65.2,  A,0.59,  A,  , 
7/5/2009,54,  A,0.48,  A,  , 
7/6/2009,53.2,  A,0.47,  A,  , 
7/7/2009,51,  A,0.45,  A,  , 
7/8/2009,48.5,  A,0.42,  A,  , 
7/9/2009,45,  A,0.38,  A,  , 
7/10/2009,44.4,  A,0.37,  A,  , 
7/11/2009,46.8,  A,0.4,  A,  , 
7/12/2009,53.4,  A,0.48,  A,  , 
7/13/2009,52.7,  A,0.47,  A,  , 
7/14/2009,51.8,  A,0.46,  A,  , 
7/15/2009,50.6,  A,0.45,  A,  , 
7/16/2009,51.2,  A,0.45,  A,  , 
7/17/2009,52.5,  A,0.47,  A,  , 
7/18/2009,52.1,  A,0.47,  A,  , 
7/19/2009,50.8,  A,0.46,  A,  , 
7/20/2009,52.6,  A,0.48,  A,  , 
7/21/2009,58,  A,0.54,  A,  , 
7/22/2009,58.9,  A,0.55,  A,  , 
7/23/2009,55.2,  A,0.51,  A,  , 
7/24/2009,54.9,  A,0.51,  A,  , 
7/25/2009,56.2,  A,0.53,  A,  , 
7/26/2009,56.3,  A,0.53,  A,  , 
7/27/2009,53.4,  A,0.51,  A,  , 
7/28/2009,53.4,  A,0.51,  A,  , 
7/29/2009,51.9,  A,0.49,  A,  , 
7/30/2009,49,  A,0.46,  A,  , 
7/31/2009,54.7,  A,0.52,  A,  , 
8/1/2009,50.1,  A,0.48,  A,  , 
8/2/2009,49.3,  A,0.47,  A,  , 
8/3/2009,49.2,  A,0.47,  A,  , 
8/4/2009,49.1,  A,0.47,  A,  , 
8/5/2009,48.1,  A,0.46,  A,  , 
8/6/2009,48.7,  A,0.47,  A,  , 
8/7/2009,47.9,  A,0.47,  A,  , 
8/8/2009,48.3,  A,0.47,  A,  , 
8/9/2009,46.1,  A,0.44,  A,  , 
8/10/2009,46.1,  A,0.45,  A,  , 
8/11/2009,44.1,  A,0.43,  A,  , 
8/12/2009,45,  A,0.44,  A,  , 
8/13/2009,47.4,  A,0.47,  A,  , 
8/14/2009,47.1,  A,0.47,  A,  , 
8/15/2009,46.7,  A,0.46,  A,  , 
8/16/2009,44.1,  A,0.44,  A,  , 
8/17/2009,43.3,  A,0.43,  A,  , 
8/18/2009,43.3,  A,0.43,  A,  , 
8/19/2009,41.7,  A,0.41,  A,  , 
8/20/2009,39.8,  A,0.39,  A,  , 
8/21/2009,39.4,  A,0.39,  A,  , 
8/22/2009,39.7,  A,0.4,  A,  , 
8/23/2009,42.3,  A,0.43,  A,  , 
8/24/2009,43.2,  A,0.44,  A,  , 
8/25/2009,40.4,  A,0.41,  A,  , 
8/26/2009,39.4,  A,0.4,  A,  , 
8/27/2009,40.2,  A,0.41,  A,  , 
8/28/2009,40,  A,0.41,  A,  , 
8/29/2009,40,  A,0.41,  A,  , 
8/30/2009,39.3,  A,0.4,  A,  , 
8/31/2009,39.7,  A,0.4,  A,  , 
9/1/2009,40.5,  A,0.41,  A,  , 
9/2/2009,41.2,  A,0.42,  A,  , 
9/3/2009,41.2,  A,0.41,  A,  , 
9/4/2009,46.9,  A,0.48,  A,  , 
9/5/2009,52.9,  A,0.55,  A,  , 
9/6/2009,48.2,  A,0.5,  A,  , 
9/7/2009,45.3,  A,0.46,  A,  , 
9/8/2009,45.9,  A,0.47,  A,  , 
9/9/2009,41.8,  A,0.41,  A,  , 
9/10/2009,39.8,  A,0.39,  A,  , 
9/11/2009,40.3,  A,0.39,  A,  , 
9/12/2009,37.4,  A,0.36,  A,  , 
9/13/2009,36.1,  A,0.34,  A,  , 
9/14/2009,37.5,  A,0.36,  A,  , 
9/15/2009,37.3,  A,0.35,  A,  , 
9/16/2009,36.7,  A,0.34,  A,  , 
9/17/2009,37,  A,0.34,  A,  , 
9/18/2009,39.2,  A,0.37,  A,  , 
9/19/2009,39.5,  A,0.37,  A,  , 
9/20/2009,39.5,  A,0.37,  A,  , 
9/21/2009,37.2,  A,0.34,  A,  , 
9/22/2009,34.8,  A,0.31,  A,  , 
9/23/2009,34.9,  A,0.31,  A,  , 
9/24/2009,34.9,  A,0.31,  A,  , 
9/25/2009,35.1,  A,0.31,  A,  , 
9/26/2009,35.1,  A,0.31,  A,  , 
9/27/2009,34.8,  A,0.3,  A,  , 
9/28/2009,35.7,  A,0.31,  A,  , 
9/29/2009,35.2,  A,0.31,  A,  , 
9/30/2009,34.6,  A,0.3,  A,  , 
10/1/2009,34.3,  A,0.29,  A,  , 
10/2/2009,35.4,  A,0.31,  A,  , 
10/3/2009,36.3,  A,0.31,  A,  , 
10/4/2009,35.4,  A,0.3,  A,  , 
10/5/2009,35.7,  A,0.3,  A,  , 
10/6/2009,36.7,  A,0.32,  A,  , 
10/7/2009,37.8,  A,0.33,  A,  , 
10/8/2009,38.2,  A,0.34,  A,  , 
10/9/2009,38.4,  A,0.34,  A,  , 
10/10/2009,39,  A,0.35,  A,  , 
10/11/2009,38.2,  A,0.34,  A,  , 
10/12/2009,39.5,  A,0.35,  A,  , 
10/13/2009,40.9,  A,0.37,  A,  , 
10/14/2009,39.3,  A,0.35,  A,  , 
10/15/2009,38.4,  A,0.34,  A,  , 
10/16/2009,38.2,  A,0.34,  A,  , 
10/17/2009,37.8,  A,0.33,  A,  , 
10/18/2009,38.7,  A,0.34,  A,  , 
10/19/2009,39.3,  A,0.35,  A,  , 
10/20/2009,41.8,  A,0.38,  A,  , 
10/21/2009,42.6,  A,0.39,  A,  , 
10/22/2009,41.3,  A,0.38,  A,  , 
10/23/2009,41.8,  A,0.38,  A,  , 
10/24/2009,42.7,  A,0.39,  A,  , 
10/25/2009,40.7,  A,0.37,  A,  , 
10/26/2009,40.5,  A,0.37,  A,  , 
10/27/2009,41.7,  A,0.38,  A,  , 
10/28/2009,42.4,  A,0.39,  A,  , 
10/29/2009,42,  A,0.39,  A,  , 
10/30/2009,42.6,  A,0.39,  A,  , 
10/31/2009,45.7,  A,0.43,  A,  , 
11/1/2009,45.7,  A,0.43,  A,  , 
11/2/2009,45.5,  A,0.43,  A,  , 
11/3/2009,44.5,  A,0.42,  A,  , 
11/4/2009,44.8,  A,0.42,  A,  , 
11/5/2009,42.9,  A,0.4,  A,  , 
11/6/2009,44.7,  A,0.42,  A,  , 
11/7/2009,44.4,  A,0.41,  A,  , 
11/8/2009,44.7,  A,0.42,  A,  , 
11/9/2009,44.8,  A,0.42,  A,  , 
11/10/2009,43.7,  A,0.41,  A,  , 
11/11/2009,43.7,  A,0.41,  A,  , 
11/12/2009,46.4,  A,0.44,  A,  , 
11/13/2009,64.3,  A,0.59,  A,  , 
11/14/2009,55,  A,0.49,  A,  , 
11/15/2009,47.4,  A,0.41,  A,  , 
11/16/2009,47.9,  A,0.41,  A,  , 
11/17/2009,52,  A,0.46,  A,  , 
11/18/2009,51.2,  A,0.45,  A,  , 
11/19/2009,50.8,  A,0.45,  A,  , 
11/20/2009,50.6,  A,0.45,  A,  , 
11/21/2009,50.8,  A,0.45,  A,  , 
11/22/2009,49.2,  A,0.43,  A,  , 
11/23/2009,49.6,  A,0.43,  A,  , 
11/24/2009,43.8,  A,0.36,  A,  , 
11/25/2009,47,  A,0.4,  A,  , 
11/26/2009,48.3,  A,0.42,  A,  , 
11/27/2009,47.5,  A,0.41,  A,  , 
11/28/2009,54.4,  A,0.49,  A,  , 
11/29/2009,52.6,  A,0.47,  A,  , 
11/30/2009,48.3,  A,0.42,  A,  , 
12/1/2009,46.7,  A,0.4,  A,  , 
12/2/2009,46.7,  A,0.4,  A,  , 
12/3/2009,42.4,  A,0.34,  A,  , 
12/4/2009,33.5,  A,0.23,  A,  , 
12/5/2009,37.6,  A,0.29,  A,  , 
12/6/2009,44.2,  A,0.37,  A,  , 
12/7/2009,49.8,  A,0.43,  A,  , 
12/8/2009,47.4,  A,0.41,  A,  , 
12/9/2009,46.1,  A,0.39,  A,  , 
12/10/2009,40.5,  A,0.33,  A,  , 
12/11/2009,40.6,  A,0.33,  A,  , 
12/12/2009,49,  A,0.43,  A,  , 
12/13/2009,111,  A,0.93,  A,  , 
12/14/2009,57.6,  A,0.57,  A,  , 
12/15/2009,48.5,  A,0.48,  A,  , 
12/16/2009,44.7,  A,0.44,  A,  , 
12/17/2009,46,  A,0.45,  A,  , 
12/18/2009,46.6,  A,0.46,  A,  , 
12/19/2009,46.7,  A,0.46,  A,  , 
12/20/2009,46.2,  A,0.46,  A,  , 
12/21/2009,44.3,  A,0.43,  A,  , 
12/22/2009,51.1,  A,0.51,  A,  , 
12/23/2009,49.5,  A,0.49,  A,  , 
12/24/2009,44.5,  A,0.43,  A,  , 
12/25/2009,41,  A,0.39,  A,  , 
12/26/2009,42.7,  A,0.41,  A,  , 
12/27/2009,43,  A,0.42,  A,  , 
12/28/2009,43.4,  A,0.42,  A,  , 
12/29/2009,46,  A,0.45,  A,  , 
12/30/2009,48.4,  A,0.48,  A,  , 
12/31/2009,47.1,  A,0.47,  A,  , 
1/1/2010,44.6,  A,0.44,  A,  , 
1/2/2010,47.2,  A,0.47,  A,  , 
1/3/2010,47.9,  A,0.48,  A,  , 
1/4/2010,45.4,  A,0.45,  A,  , 
1/5/2010,46.1,  A,0.45,  A,  , 
1/6/2010,46.9,  A,0.46,  A,  , 
1/7/2010,49.1,  A,0.49,  A,  , 
1/8/2010,47.4,  A,0.47,  A,  , 
1/9/2010,44.4,  A,0.43,  A,  , 
1/10/2010,50.2,  A,0.5,  A,  , 
1/11/2010,47.4,  A,0.47,  A,  , 
1/12/2010,47.1,  A,0.47,  A,  , 
1/13/2010,47.2,  A,0.47,  A,  , 
1/14/2010,48.3,  A,0.48,  A,  , 
1/15/2010,45.9,  A,0.45,  A,  , 
1/16/2010,49,  A,0.49,  A,  , 
1/17/2010,47.7,  A,0.47,  A,  , 
1/18/2010,52.7,  A,0.53,  A,  , 
1/19/2010,56.7,  A,0.57,  A,  , 
1/20/2010,60.9,  A,0.61,  A,  , 
1/21/2010,63.4,  A,0.63,  A,  , 
1/22/2010,58.1,  A,0.58,  A,  , 
1/23/2010,54.3,  A,0.54,  A,  , 
1/24/2010,50,  A,0.5,  A,  , 
1/25/2010,48.3,  A,0.48,  A,  , 
1/26/2010,55.9,  A,0.56,  A,  , 
1/27/2010,63.3,  A,0.64,  A,  , 
1/28/2010,58.2,  A,0.58,  A,  , 
1/29/2010,59.3,  A,0.6,  A,  , 
1/30/2010,58.1,  A,0.58,  A,  , 
1/31/2010,57.6,  A,0.58,  A,  , 
2/1/2010,53.1,  A,0.53,  A,  , 
2/2/2010,54.2,  A,0.54,  A,  , 
2/3/2010,56.1,  A,0.56,  A,  , 
2/4/2010,55.4,  A,0.56,  A,  , 
2/5/2010,55.9,  A,0.56,  A,  , 
2/6/2010,87.1,  A,0.79,  A,  , 
2/7/2010,112,  A,0.96,  A,  , 
2/8/2010,75.1,  A,0.68,  A,  , 
2/9/2010,67.2,  A,0.61,  A,  , 
2/10/2010,65.2,  A,0.59,  A,  , 
2/11/2010,60.9,  A,0.55,  A,  , 
2/12/2010,62.5,  A,0.57,  A,  , 
2/13/2010,63.7,  A,0.58,  A,  , 
2/14/2010,64.4,  A,0.59,  A,  , 
2/15/2010,68.1,  A,0.62,  A,  , 
2/16/2010,68.5,  A,0.62,  A,  , 
2/17/2010,65.5,  A,0.6,  A,  , 
2/18/2010,66.7,  A,0.61,  A,  , 
2/19/2010,69.1,  A,0.63,  A,  , 
2/20/2010,72,  A,0.65,  A,  , 
2/21/2010,79.7,  A,0.72,  A,  , 
2/22/2010,75.6,  A,0.68,  A,  , 
2/23/2010,55.4,  A,0.49,  A,  , 
2/24/2010,70.8,  A,0.64,  A,  , 
2/25/2010,64.6,  A,0.59,  A,  , 
2/26/2010,62.8,  A,0.57,  A,  , 
2/27/2010,64.5,  A,0.59,  A,  , 
2/28/2010,66.4,  A,0.6,  A,  , 
3/1/2010,65.6,  A,0.6,  A,  , 
3/2/2010,66.7,  A,0.61,  A,  , 
3/3/2010,72.3,  A,0.66,  A,  , 
3/4/2010,74.9,  A,0.68,  A,  , 
3/5/2010,63.9,  A,0.58,  A,  , 
3/6/2010,66.3,  A,0.6,  A,  , 
3/7/2010,101,  A,0.87,  A,  , 
3/8/2010,99.2,  A,0.87,  A,  , 
3/9/2010,124,  A,1.03,  A,  , 
3/10/2010,88.9,  A,0.79,  A,  , 
3/11/2010,73,  A,0.66,  A,  , 
3/12/2010,74.5,  A,0.67,  A,  , 
3/13/2010,78.8,  A,0.71,  A,  , 
3/14/2010,70,  A,0.64,  A,  , 
3/15/2010,74.3,  A,0.67,  A,  , 
3/16/2010,82.8,  A,0.75,  A,  , 
3/17/2010,90.9,  A,0.81,  A,  , 
3/18/2010,97.8,  A,0.86,  A,  , 
3/19/2010,99.4,  A,0.87,  A,  , 
3/20/2010,85.5,  A,0.77,  A,  , 
3/21/2010,87,  A,0.78,  A,  , 
3/22/2010,97.2,  A,0.86,  A,  , 
3/23/2010,106,  A,0.92,  A,  , 
3/24/2010,92.5,  A,0.82,  A,  , 
3/25/2010,93.6,  A,0.83,  A,  , 
3/26/2010,90.8,  A,0.81,  A,  , 
3/27/2010,89.3,  A,0.8,  A,  , 
3/28/2010,87.2,  A,0.78,  A,  , 
3/29/2010,101,  A,0.89,  A,  , 
3/30/2010,121,  A,1.02,  A,  , 
3/31/2010,156,  A,1.24,  A,  , 
4/1/2010,126,  A,1.06,  A,  , 
4/2/2010,100,  A,0.88,  A,  , 
4/3/2010,94.6,  A,0.84,  A,  , 
4/4/2010,97.1,  A,0.86,  A,  , 
4/5/2010,127,  A,1.05,  A,  , 
4/6/2010,111,  A,0.95,  A,  , 
4/7/2010,93.6,  A,0.83,  A,  , 
4/8/2010,98.1,  A,0.86,  A,  , 
4/9/2010,119,  A,1.01,  A,  , 
4/10/2010,148,  A,1.19,  A,  , 
4/11/2010,181,  A,1.37,  A,  , 
4/12/2010,211,  A,1.52,  A,  , 
4/13/2010,164,  A,1.29,  A,  , 
4/14/2010,139,  A,1.14,  A,  , 
4/15/2010,165,  A,1.29,  A,  , 
4/16/2010,208,  A,1.51,  A,  , 
4/17/2010,236,  A,1.63,  A,  , 
4/18/2010,288,  A,1.84,  A,  , 
4/19/2010,316,  A,1.95,  A,  , 
4/20/2010,363,  A,2.11,  A,  , 
4/21/2010,709,  A,2.97,  A,  , 
4/22/2010,367,  A,2.12,  A,  , 
4/23/2010,245,  A,1.69,  A,  , 
4/24/2010,199,  A,1.5,  A,  , 
4/25/2010,274,  A,1.8,  A,  , 
4/26/2010,451,  A,2.36,  A,  , 
4/27/2010,542,  A,2.6,  A,  , 
4/28/2010,587,  A,2.7,  A,  , 
4/29/2010,590,  A,2.7,  A,  , 
4/30/2010,333,  A,2.02,  A,  , 
5/1/2010,269,  A,1.79,  A,  , 
5/2/2010,300,  A,1.9,  A,  , 
5/3/2010,237,  A,1.66,  A,  , 
5/4/2010,395,  A,2.19,  A,  , 
5/5/2010,616,  A,2.74,  A,  , 
5/6/2010,649,  A,2.83,  A,  , 
5/7/2010,509,  A,2.52,  A,  , 
5/8/2010,539,  A,2.59,  A,  , 
5/9/2010,576,  A,2.68,  A,  , 
5/10/2010,553,  A,2.63,  A,  , 
5/11/2010,521,  A,2.56,  A,  , 
5/12/2010,379,  A,2.17,  A,  , 
5/13/2010,360,  A,2.11,  A,  , 
5/14/2010,357,  A,2.1,  A,  , 
5/15/2010,431,  A,2.31,  A,  , 
5/16/2010,522,  A,2.55,  A,  , 
5/17/2010,602,  A,2.75,  A,  , 
5/18/2010,632,  A,2.82,  A,  , 
5/19/2010,571,  A,2.68,  A,  , 
5/20/2010,616,  A,2.78,  A,  , 
5/21/2010,686,  A,2.93,  A,  , 
5/22/2010,657,  A,2.87,  A,  , 
5/23/2010,508,  A,2.53,  A,  , 
5/24/2010,436,  A,2.34,  A,  , 
5/25/2010,375,  A,2.16,  A,  , 
5/26/2010,382,  A,2.18,  A,  , 
5/27/2010,429,  A,2.31,  A,  , 
5/28/2010,513,  A,2.53,  A,  , 
5/29/2010,452,  A,2.38,  A,  , 
5/30/2010,388,  A,2.2,  A,  , 
5/31/2010,366,  A,2.13,  A,  , 
6/1/2010,346,  A,2.06,  A,  , 
6/2/2010,331,  A,2.01,  A,  , 
6/3/2010,324,  A,1.99,  A,  , 
6/4/2010,301,  A,1.91,  A,  , 
6/5/2010,283,  A,1.84,  A,  , 
6/6/2010,262,  A,1.76,  A,  , 
6/7/2010,239,  A,1.67,  A,  , 
6/8/2010,217,  A,1.58,  A,  , 
6/9/2010,196,  A,1.49,  A,  , 
6/10/2010,181,  A,1.41,  A,  , 
6/11/2010,167,  A,1.34,  A,  , 
6/12/2010,181,  A,1.41,  A,  , 
6/13/2010,169,  A,1.35,  A,  , 
6/14/2010,151,  A,1.26,  A,  , 
6/15/2010,140,  A,1.19,  A,  , 
6/16/2010,130,  A,1.14,  A,  , 
6/17/2010,122,  A,1.08,  A,  , 
6/18/2010,116,  A,1.04,  A,  , 
6/19/2010,109,  A,1,  A,  , 
6/20/2010,105,  A,0.97,  A,  , 
6/21/2010,100,  A,0.94,  A,  , 
6/22/2010,95.6,  A,0.9,  A,  , 
6/23/2010,93.8,  A,0.89,  A,  , 
6/24/2010,90,  A,0.86,  A,  , 
6/25/2010,87,  A,0.84,  A,  , 
6/26/2010,83.7,  A,0.81,  A,  , 
6/27/2010,78.9,  A,0.77,  A,  , 
6/28/2010,76.1,  A,0.75,  A,  , 
6/29/2010,73,  A,0.72,  A,  , 
6/30/2010,73.2,  A,0.73,  A,  , 
7/1/2010,71.1,  A,0.71,  A,  , 
7/2/2010,67.6,  A,0.68,  A,  , 
7/3/2010,67.6,  A,0.68,  A,  , 
7/4/2010,64.5,  A,0.65,  A,  , 
7/5/2010,62.5,  A,0.63,  A,  , 
7/6/2010,62.1,  A,0.62,  A,  , 
7/7/2010,61.5,  A,0.62,  A,  , 
7/8/2010,59.1,  A,0.59,  A,  , 
7/9/2010,57.3,  A,0.58,  A,  , 
7/10/2010,56.7,  A,0.57,  A,  , 
7/11/2010,56.3,  A,0.57,  A,  , 
7/12/2010,56.5,  A,0.57,  A,  , 
7/13/2010,54.1,  A,0.54,  A,  , 
7/14/2010,51.2,  A,0.51,  A,  , 
7/15/2010,48.2,  A,0.48,  A,  , 
7/16/2010,48.5,  A,0.48,  A,  , 
7/17/2010,54,  A,0.54,  A,  , 
7/18/2010,55,  A,0.55,  A,  , 
7/19/2010,54.5,  A,0.55,  A,  , 
7/20/2010,52.8,  A,0.53,  A,  , 
7/21/2010,54.4,  A,0.55,  A,  , 
7/22/2010,54.3,  A,0.55,  A,  , 
7/23/2010,53.1,  A,0.53,  A,  , 
7/24/2010,61,  A:e,  ,  ,  , 
7/25/2010,63,  A:e,  ,  ,  , 
7/26/2010,60,  A:e,  ,  ,  , 
7/27/2010,65,  A:e,  ,  ,  , 
7/28/2010,62.2,  A,0.62,  A,  , 
7/29/2010,63.7,  A,0.64,  A,  , 
7/30/2010,59.5,  A,0.6,  A,  , 
7/31/2010,67.6,  A,0.66,  A,  , 
8/1/2010,62.1,  A,0.62,  A,  , 
8/2/2010,65.7,  A,0.65,  A,  , 
8/3/2010,58.2,  A,0.58,  A,  , 
8/4/2010,60.2,  A,0.6,  A,  , 
8/5/2010,55.9,  A,0.56,  A,  , 
8/6/2010,59.3,  A,0.6,  A,  , 
8/7/2010,64.1,  A,0.64,  A,  , 
8/8/2010,93.9,  A,0.87,  A,  , 
8/9/2010,94.8,  A,0.89,  A,  , 
8/10/2010,67.3,  A,0.67,  A,  , 
8/11/2010,63,  A,0.63,  A,  , 
8/12/2010,60.4,  A,0.61,  A,  , 
8/13/2010,58.7,  A,0.59,  A,  , 
8/14/2010,56.9,  A,0.57,  A,  , 
8/15/2010,55.9,  A,0.56,  A,  , 
8/16/2010,54.6,  A,0.55,  A,  , 
8/17/2010,55.6,  A,0.56,  A,  , 
8/18/2010,57.1,  A,0.57,  A,  , 
8/19/2010,205,  A,1.33,  A,  , 
8/20/2010,68.6,  A,0.68,  A,  , 
8/21/2010,58.8,  A,0.59,  A,  , 
8/22/2010,57.1,  A,0.57,  A,  , 
8/23/2010,57.4,  A,0.58,  A,  , 
8/24/2010,54.6,  A,0.55,  A,  , 
8/25/2010,52.9,  A,0.53,  A,  , 
8/26/2010,52.8,  A,0.53,  A,  , 
8/27/2010,67.4,  A,0.66,  A,  , 
8/28/2010,99.2,  A,0.88,  A,  , 
8/29/2010,58.8,  A,0.59,  A,  , 
8/30/2010,55.7,  A,0.56,  A,  , 
8/31/2010,56.7,  A,0.57,  A,  , 
9/1/2010,56.4,  A,0.57,  A,  , 
9/2/2010,47.2,  A,0.47,  A,  , 
9/3/2010,43.7,  A,0.43,  A,  , 
9/4/2010,42.5,  A,0.41,  A,  , 
9/5/2010,40.7,  A,0.39,  A,  , 
9/6/2010,40.7,  A,0.39,  A,  , 
9/7/2010,42.5,  A,0.41,  A,  , 
9/8/2010,46.4,  A,0.46,  A,  , 
9/9/2010,44.3,  A,0.43,  A,  , 
9/10/2010,44.6,  A,0.44,  A,  , 
9/11/2010,45.2,  A,0.44,  A,  , 
9/12/2010,43.3,  A,0.42,  A,  , 
9/13/2010,42.5,  A,0.41,  A,  , 
9/14/2010,42.8,  A,0.42,  A,  , 
9/15/2010,42.1,  A,0.41,  A,  , 
9/16/2010,42.2,  A,0.41,  A,  , 
9/17/2010,40.4,  A,0.39,  A,  , 
9/18/2010,41.5,  A,0.4,  A,  , 
9/19/2010,41.8,  A,0.4,  A,  , 
9/20/2010,41,  A,0.39,  A,  , 
9/21/2010,40.5,  A,0.39,  A,  , 
9/22/2010,43.7,  A,0.43,  A,  , 
9/23/2010,43.8,  A,0.43,  A,  , 
9/24/2010,45,  A,0.44,  A,  , 
9/25/2010,44.7,  A,0.44,  A,  , 
9/26/2010,43.6,  A,0.42,  A,  , 
9/27/2010,41.9,  A,0.4,  A,  , 
9/28/2010,40.7,  A,0.39,  A,  , 
9/29/2010,42.1,  A,0.41,  A,  , 
9/30/2010,41.6,  A,0.4,  A,  , 
10/1/2010,41.3,  A,  ,  ,  , 
10/2/2010,41.4,  A,  ,  ,  , 
10/3/2010,43.3,  A,  ,  ,  , 
10/4/2010,71,  A,  ,  ,  , 
10/5/2010,337,  A,  ,  ,  , 
10/6/2010,248,  A,  ,  ,  , 
10/7/2010,105,  A,  ,  ,  , 
10/8/2010,71.5,  A,  ,  ,  , 
10/9/2010,64.4,  A,  ,  ,  , 
10/10/2010,60.6,  A,  ,  ,  , 
10/11/2010,59.2,  A,  ,  ,  , 
10/12/2010,57.3,  A,  ,  ,  , 
10/13/2010,54.8,  A,  ,  ,  , 
10/14/2010,54.4,  A,  ,  ,  , 
10/15/2010,54.9,  A,  ,  ,  , 
10/16/2010,55.2,  A,  ,  ,  , 
10/17/2010,54.7,  A,  ,  ,  , 
10/18/2010,74.3,  A,  ,  ,  , 
10/19/2010,63.7,  A,  ,  ,  , 
10/20/2010,59,  A,  ,  ,  , 
10/21/2010,60.9,  A,  ,  ,  , 
10/22/2010,95.1,  A,  ,  ,  , 
10/23/2010,115,  A,  ,  ,  , 
10/24/2010,69.8,  A,  ,  ,  , 
10/25/2010,89.6,  A,  ,  ,  , 
10/26/2010,63.8,  A,  ,  ,  , 
10/27/2010,60.4,  A,  ,  ,  , 
10/28/2010,58.4,  A,  ,  ,  , 
10/29/2010,59.2,  A,  ,  ,  , 
10/30/2010,59.3,  A,  ,  ,  , 
10/31/2010,59.4,  A,  ,  ,  , 
11/1/2010,59.5,  A,  ,  ,  , 
11/2/2010,57.7,  A,  ,  ,  , 
11/3/2010,56.1,  A,  ,  ,  , 
11/4/2010,56.9,  A,  ,  ,  , 
11/5/2010,57,  A,  ,  ,  , 
11/6/2010,58.8,  A,  ,  ,  , 
11/7/2010,60.3,  A,  ,  ,  , 
11/8/2010,65.9,  A,  ,  ,  , 
11/9/2010,68.3,  A,  ,  ,  , 
11/10/2010,61.9,  A,  ,  ,  , 
11/11/2010,62.4,  A,  ,  ,  , 
11/12/2010,58.2,  A,  ,  ,  , 
11/13/2010,59.8,  A,  ,  ,  , 
11/14/2010,60,  A,  ,  ,  , 
11/15/2010,58.3,  A,  ,  ,  , 
